original	google_translation
apprehend	begreifen
apprehender	Festnahme
apprehensibility	Begreifbarkeit
apprehensible	begreiflich
apprehension	Auffassung
apprehensive	besorgt
apprehensively	ängstlich
apprehensiveness	Beklommenheit
apprentice	Lehrling
apprenticeship	Ausbildung
apprise	informieren
approach	Ansatz
approachability	Zugänglichkeit
approachable	zugänglich
approachableness	Zugänglichkeit
approaching	nähert sich
appropriately	passend
appropriateness	Angemessenheit
appropriator	Aneigner
approval	Genehmigung
approve	genehmigen
approver	Genehmiger
approvingly	zustimmend
approximate	ungefähr
approximately	etwa
approximation	Annäherung
approximatively	ungefähr
apricot	Aprikose
april	April
apron	Schürze
apt	geeignet
aptitude	Eignung
aptly	treffend
aptness	Eignung
aqua	Aqua
aquaculture	Aquakultur
aquamarine	Aquamarin
aquarian	Wassermann
aquarium	Aquarium
aquarius	Wassermann
aquatic	Wasser-
aquatically	aquatisch
aquatics	Wassersport
aqueduct	Aquädukt
aquifer	Grundwasserleiter
arabic	Arabisch
arachnophobia	Spinnenphobie
arbitrarily	willkürlich
arbitrariness	Willkür
arbitrary	willkürlich
arbitrate	vermitteln
arbitration	Schlichtung
arbitrative	schiedsrichterlich
arbitrator	Schiedsrichter
arbor	Laube
arcade	Arkade
arch	Bogen
archaeological	archäologisch
archaeologist	Archäologe
archaeology	Archäologie
archaic	archaisch
archangel	Erzengel
archangelic	Erzengel
archbishop	Erzbischof
archduchess	Erzherzogin
archduke	Erzherzog
arched	gewölbt
archenemy	Erzfeind
archer	Bogenschütze
archery	Bogenschießen
arches	Bögen
archetypical	archetypisch
arching	Wölbung
archipelago	Archipel
architect	Architekt
architectural	architektonisch
architecturally	architektonisch
architecture	die Architektur
archive	Archiv
archives	Archiv
archivist	Archivar
archway	Torbogen
arcing	Lichtbogenbildung
arctic	Arktis
ardent	leidenschaftlich
ardently	leidenschaftlich
arduously	mühsam
arduousness	Beschwerlichkeit
area	Bereich
arena	Arena
areola	Warzenhof
argon	Argon
arguable	fraglich
arguably	wohl
argue	argumentieren
arguer	argumentieren
argument	Streit
argumentation	argumentation
argumentative	argumentativ
argumentatively	argumentativ
argumentativeness	Argumentationsfähigkeit
arid	trocken
aridity	Trockenheit
aridness	Trockenheit
arise	entstehen
arisen	Schwalbenschwanzlinie
aristocrat	Aristokrat
aristocratically	aristokratisch
aristocratism	Aristokratismus
arithmetic	Arithmetik
arithmetically	arithmetisch
arithmetician	Rechner
ark	Arche
arm	Arm
armada	Armada
armadillo	Gürteltier
armageddon	Armageddon
armband	armband
armchair	Sessel
armed	bewaffnet
armful	Arm voll
armhole	Armloch
arming	Bewaffnung
armless	armlos
armload	Armlast
armoire	Schrank
armor	Rüstung
armored	gepanzert
armory	Waffenkammer
armpit	Achsel
armrest	Armlehne
arms	Waffen
army	Armee
aroma	Aroma
aromatherapy	Aromatherapie
aromatic	aromatisch
aromatically	aromatisch
aromatization	Aromatisierung
aromatize	mit ...-Geschmack
arose	entstand
around	um
arouse	erregen
arouser	Erreger
arraign	anklagen
arraignment	Anklage
arrange	arrangieren
arrangement	Anordnung
arranger	Arrangeur
array	Array
arrest	Festnahme
arrestee	Festgenommener
arrester	Ableiter
arresting	verhaftend
arrestingly	fesselnd
arrhythmia	Arrhythmie
arrhythmic	arrhythmisch
arrival	Ankunft
arrive	ankommen
arrogance	Arroganz
arrogant	arrogant
arrogantly	arrogant
arrow	Pfeil
arrowed	mit Pfeilen versehen
arrowhead	Pfeilspitze
arrowless	pfeillos
arsenal	Arsenal
arsenic	Arsen
arson	Brandstiftung
arsonist	Brandstifter
art	Kunst
arterially	arteriell
artery	Arterie
artesian	artesisch
artful	kunstvoll
artfully	kunstvoll
artfulness	List
arthritic	arthritisch
arthritis	Arthritis
artichoke	Artischocke
article	Artikel
articulate	artikulieren
articulated	artikuliert
articulateness	Ausdrucksfähigkeit
articulation	Artikulation
artifact	Artefakt
artificial	künstlich
artificiality	Künstlichkeit
artificially	künstlich
artificialness	Künstlichkeit
artillery	Artillerie
artilleryman	Artillerist
artisan	Handwerker
artisanship	Handwerkskunst
artist	Künstler
artistic	künstlerisch
artistically	künstlerisch
artistry	Kunst
artless	kunstlos
artlessly	natürlich
artlessness	Kunstlosigkeit
artsy	künstlerisch
arugula	Rucola
as	als
asbestos	Asbest
ascend	aufsteigen
ascendable	aufsteigbar
ascendant	aufsteigend
ascendency	Aufstieg
ascender	aufsteigen
ascending	aufsteigend
ascension	Aufstieg
ascent	Aufstieg
ascertain	ermitteln
ascertainable	feststellbar
ascertainably	feststellbar
ascot	ascot
asexuality	Asexualität
asexualize	asexualisieren
asexually	A sexuell
ash	Asche
ashamed	beschämt
ashamedly	beschämt
ashamedness	Scham
ashcan	Aschenbecher
ashen	aschfahl
ashes	Asche
ashore	an Land
ashtray	Aschenbecher
aside	beiseite
asinine	dumm
ask	fragen
asker	Soldat
askew	schief
asleep	schlafend
asparagus	Spargel
aspartame	Aspartam
aspect	Aspekt
aspen	Espe
asphalt	Asphalt
asphyxia	Erstickung
asphyxiate	ersticken
asphyxiation	Erstickung
aspirate	aspirieren
aspiration	Aspiration
aspire	streben
aspirer	streben
aspirin	Aspirin
aspiring	strebend
ass	Ist
assail	angreifen
assassin	Attentäter
assassinate	ermorden
assassination	Ermordung
assassinator	Attentäter
assault	Angriff
assaulter	Angreifer
assaying	testen
assemblage	Montage
assemble	montieren
assembler	Assembler
assembly	Montage
assemblyman	Abgeordnete
assent	Zustimmung
assenting	zustimmend
assert	behaupten
asserter	Behaupter
assertion	Behauptung
assertive	durchsetzungsfähig
assertively	durchsetzungsfähig
assertiveness	Durchsetzungsvermögen
assess	bewerten
assessed	beurteilt
assessment	Bewertung
assessor	Gutachter
asset	Vermögenswert
assets	Vermögenswerte
asshole	Arschloch
assign	zuordnen
assignable	zuordenbar
assigned	zugewiesen
assigner	zuordnen
assignment	Abtretung
assimilate	assimilieren
assimilation	Assimilation
assimilative	assimilativ
assimilator	Assimilator
assist	helfen
assistance	Hilfe
assistant	Assistent
assistantship	Assistententätigkeit
assister	zu helfen
assistive	unterstützend
associability	Assoziierbarkeit
associate	assoziieren
associated	damit verbundenen
association	Verband
associational	assoziativ
associative	assoziativ
associatively	assoziativ
assort	sortieren
assortment	Sortiment
assumable	anzunehmen
assume	annehmen
assumed	vermutet
assumer	annehmen
assuming	vorausgesetzt
assumingly	vermutlich
assumption	Annahme
assumptive	mutmaßlich
assurable	versicherbar
assurance	Sicherheit
assured	versicherte
assuredly	ganz gewiss
assuredness	Gewissheit
assurer	sicherstellen
assuring	versichernd
asterisk	Sternchen
asteroid	Asteroid
asthma	Asthma
asthmatic	Asthmatiker
asthmatically	asthmatisch
astigmatism	Astigmatismus
astonish	erstaunen
astonisher	Erstaunen
astonishingly	erstaunlich
astonishment	Erstaunen
astound	verblüffend
astounded	erstaunt
astounding	erstaunlich
astoundingly	erstaunlich
astral	astral
astride	rittlings
astringency	Adstringenz
astringent	adstringierend
astrologer	Astrologe
astrologic	astrologisch
astrological	astrologisch
astrologically	astrologisch
astrologist	Astrologe
astrology	Astrologie
astronaut	Astronaut
astronautics	Raumfahrt
astronomer	Astronom
astronomic	astronomisch
astronomical	astronomisch
astronomically	astronomisch
astronomy	Astronomie
astrophotography	Astrofotografie
astrophysical	astrophysikalisch
astrophysicist	Astrophysiker
astrophysics	Astrophysik
astutely	scharfsinnig
asymmetric	asymmetrisch
asymmetrical	asymmetrisch
asymmetrically	asymmetrisch
asymmetry	Asymmetrie
at	bei
atheism	Atheismus
atheist	Atheist
atheistic	atheistisch
athlete	Athlet
athletically	athletisch
athleticism	Sportlichkeit
athletics	Leichtathletik
atlantic	atlantisch
atlas	Atlas
atmosphere	Atmosphäre
atmospheric	atmosphärisch
atmospherics	Atmosphären
atom	Atom
atomic	atomar
atomically	atomar
atomics	Atomik
atomization	Zerstäubung
atomize	zerstäuben
atomizer	Zerstäuber
atonable	versöhnlich
atone	büßen
atonement	Sühne
atop	oben auf
atrocious	scheußlich
atrociousness	Abscheulichkeit
atrocity	Grausamkeit
atrophy	Atrophie
attach	anfügen
attachable	ansteckbar
attached	beigefügt
attachment	Anhang
attack	Attacke
attackable	angreifbar
attacker	Angreifer
attain	mindestens
attainability	Erreichbarkeit
attainable	erreichbar
attainment	Erreichung
attempt	versuchen
attemptable	versuchbar
attempted	versucht
attempter	Versucher
attend	teilnehmen
attendance	Teilnahme
attendant	Begleiter
attendee	Teilnehmer
attention	Aufmerksamkeit
attentively	aufmerksam
attentiveness	Aufmerksamkeit
attest	bezeugen
attestable	bezeugbar
attic	Dachboden
attire	Kleidung
attitude	Attitüde
attract	anlocken
attraction	Attraktion
attractive	attraktiv
attractively	attraktiv
attractiveness	Attraktivität
attributable	Zurechenbar
attribute	Attribut
attributer	Attribute
attribution	Zuschreibung
attributively	attributiv
attunement	Einstimmung
atypical	untypisch
auburn	kastanienbraun
auction	Versteigerung
auctioneer	Auktionator
audacious	kühn
audaciously	kühn
audaciousness	Kühnheit
audacity	Kühnheit
audibility	Hörbarkeit
audible	hörbar
audibleness	Hörbarkeit
audibly	hörbar
audience	Publikum
audio	Audio-
audiogram	audiogram
audiologist	Audiologe
audiology	Audiologie
audiometric	audiometrisch
audiotape	Tonband
audiovisual	audiovisuell
audit	Prüfung
audition	Vorsprechen
auditor	Wirtschaftsprüfer
auditorium	Auditorium
auditory	auditiv
augment	vermehren
augmentable	erhöhbar
augmentation	Augmentation
augmentative	ergänzend
augmenter	Zunahme
august	August
aunt	Tante
auntie	Tante
aura	Aura
aural	aural
aurora	Aurora
auspices	Auspizien
auspicious	glückverheißend
auspiciously	glückverheißend
auspiciousness	Glücksverheißung
austere	streng
austerity	Strenge
authentic	authentisch
authentically	authentisch
authenticate	authentifizieren
authentication	Authentifizierung
authenticator	Authentifikator
authenticity	Authentizität
author	Autor
authoritarian	autoritär
authoritarianism	Autoritarismus
authoritative	maßgeblich
authoritatively	maßgeblich
authoritativeness	Autorität
authority	Behörde
authorization	Genehmigung
authorize	autorisieren
authorized	autorisiert
authorizer	Genehmiger
authorless	autorenlos
authorship	Urheberschaft
autism	Autismus
autistic	autistisch
auto	Auto
autobiographer	Autobiograph
autobiographically	autobiografisch
autobiography	Autobiographie
autocracy	Autokratie
autocratic	autokratisch
autoeroticism	Autoerotik
autograph	Autogramm
autographed	handsigniert
autographic	autografisch
autoimmune	Autoimmun
autoimmunization	Autoimmunisierung
automaker	Autohersteller
automate	automatisieren
automated	automatisiert
automatic	automatisch
automatically	automatisch
automaticity	Automatik
automation	Automatisierung
automaton	Automat
automobile	Automobil
automotive	Automobil
autonomous	autonom
autonomously	autonom
autopilot	Autopilot
autopsy	Autopsie
autoworker	Autoarbeiter
autumn	Herbst
auxiliary	Hilfs-
availability	Verfügbarkeit
available	verfügbar
availableness	Verfügbarkeit
availably	verfügbar
avalanche	Lawine
avatar	Benutzerbild
avenge	rächen
avengement	Ahndung
avenging	Rache
average	Durchschnitt
averagely	durchschnittlich
aversely	ablehnend
aversion	Abneigung
avert	abwenden
averted	abgewendet
avertedly	abgewendet
aviation	Luftfahrt
aviator	Flieger
avid	begeistert
avidly	eifrig
avocado	Avocado
avoid	vermeiden
avoidable	vermeidbar
avoidably	vermeidbar
avoidance	Vermeidung
avoider	Vermeider
avowed	gestanden
await	erwarten
awake	wach
awaken	wecken
awakening	Erwachen
award	vergeben
awardable	auslobbar
aware	bewusst
awareness	Bewusstsein
awash	überschwemmt
awe	Scheu
awesome	Eindrucksvoll
awesomely	großartig
awesomeness	Großartigkeit
awestruck	ehrfürchtig
awful	schrecklich
awfully	furchtbar
awfulness	Schrecklichkeit
awhile	eine Weile
awkward	unangenehm
awkwardly	umständlich
awkwardness	Unbeholfenheit
awl	Ahle
awning	Markise
awoke	erwachte
awry	schief
axe	Axt
axed	gestrichen
axes	Achsen
axis	Achse
axle	Achse
aye	Chance
azalea	Azalee
babble	plappern
babbler	Schwätzer
babbling	plappern
babe	Baby
babied	Baby
baboon	Pavian
baboonish	pavianhaft
baby	Baby
babycarriage	Kinderwagen
babyface	Babygesicht
babyhood	Säuglingsalter
babyish	kindisch
babyishly	kindisch
babysit	babysitten
babysitter	Babysitter
babytalk	Babysprache
bachelor	Junggeselle
bachelordom	Junggesellentum
bachelorette	Junggesellin
bachelorhood	Junggesellenabschied
bachelorism	Bachelorstudium
back	zurück
backache	Rückenschmerzen
backbend	Rückbeuge
backboned	Rückgrat
backboneless	rückgratlos
backbreaker	Rückenbrecher
backbreaking	knochenhart
backburner	Rückgrat
backcourt	Rückraum
backdate	rückdatieren
backdoor	Hintertür
backdrop	Hintergrund
backed	unterstützt
backer	Unterstützer
backfill	Hinterfüllung
backfire	nach hinten losgehen
backfiring	nach hinten losgehen
backflow	Rückfluss
backgammon	Backgammon
background	Hintergrund
backhand	Rückhand
backhanded	Rückhand
backhandedness	Rückständigkeit
backing	Rückendeckung
backlands	Hinterland
backlash	Rückschlag
backless	rückenfrei
backlight	Hintergrundbeleuchtung
backlit	hinterleuchtet
backlog	Rückstand
backpack	Rucksack
backpacker	Rucksacktourist
backpedal	Rücktritt
backrest	Rückenlehne
backroom	Hinterzimmer
backscratcher	Rückenkratzer
backseat	Rücksitz
backside	Rückseite
backslap	Rückenschlag
backslapping	Schulterklopfen
backslash	Backslash
backspace	Rücktaste
backspin	Backspin
backstab	Rückenstich
backstabber	Hinterhältiger
backstage	hinter den Kulissen
backstairs	Hintertreppe
backstop	Rücklaufsperre
backstreet	Hinterstraße
backstroke	Rückenschwimmen
backswept	zurückgekehrt
backswing	Rückschwung
backtalk	Widerrede
backtrack	zurückgehen
backtracker	Backtracker
backup	Sicherung
backward	rückwärts
backwardly	rückwärts
backwardness	Rückständigkeit
backwards	rückwärts
backwash	Rückspülung
backwashing	Rückspülung
backwater	Rückstau
backwoodsman	Hinterwäldler
backyard	Hinterhof
bacon	Speck
bacteria	Bakterien
bacterial	bakteriell
bacterially	bakteriell
bactericide	bakterizid
bacteriologic	bakteriologisch
bacteriologist	Bakteriologe
bacteriology	Bakteriologie
bacterium	Bakterium
bad	schlecht
badass	knallhart
badge	Abzeichen
badger	Dachs
badland	Ödland
badlands	Ödland
badly	schlecht
badminton	Badminton
badmouth	böser Mund
badness	Schlechtigkeit
baffle	Schallwand
baffled	verdutzt
baffler	Schalldämpfer
baffling	verwirrend
bafflingly	verblüffend
bag	Tasche
bagel	Bagel
bagful	Sack voll
baggage	Gepäck
bagged	verpackt
baggie	Baggie
bagginess	Baggyness
bagging	absacken
baggy	ausgebeult
baglike	beutelartig
bagpipe	Dudelsack
bagpiper	Dudelsackpfeifer
bagpipes	Dudelsack
baguette	Stangenbrot
bail	Kaution
bailiff	Gerichtsvollzieher
bailsman	Kautionsmann
bait	Köder
baits	Köder
bake	backen
baked	gebacken
baker	Bäcker
bakery	Bäckerei
bakeshop	Bäckerei
baking	Backen
baklava	Baklava
balance	Gleichgewicht
balanceable	ausbalanciert
balanced	ausgewogen
balancer	Balancer
balancing	ausgleichend
balcony	Balkon
bald	bald
balder	kahler
baldhead	Glatze
balding	Glatzenbildung
baldish	kahlköpfig
baldly	unverblümt
baldness	Kahlheit
bale	Ballen
ball	Ball
ballad	Ballade
ballast	Ballast
balled	geballt
ballerina	Ballerina
ballet	Ballett
ballgame	Ballspiel
ballistic	ballistisch
ballistics	Ballistik
balloon	Ballon
ballooner	Ballonfahrer
ballooning	Ballonfahren
balloonist	Ballonfahrer
ballot	Abstimmung
ballpark	Baseballstadion
ballplayer	Ballspieler
ballpoint	Kugelschreiber
ballroom	Ballsaal
ballsy	draufgängerisch
balm	Balsam
balmy	mild
baloney	Quatsch
balsam	Balsam
balsamic	balsamisch
balsawood	Balsaholz
bamboo	Bambus
bamboozle	beschwindeln
bamboozled	verwirrt
bamboozlement	Verwirrung
bamboozler	Bamboozler
ban	Verbot
banana	Banane
band	Band
bandage	Bandage
bandaid	Bandage
bandanna	Kopftuch
banded	gebändert
banding	Streifenbildung
bandit	Bandit
bandleader	Bandleader
bandmaster	Kapellmeister
bandsman	Musiker
bandstand	Musikpavillon
bandwagon	Zug
bandwidth	Bandbreite
baneful	verderblich
banger	Knaller
banging	hämmern
bangle	Armreif
banish	verbannen
banisher	Verbanner
banister	Geländer
banjo	Banjo
banjoist	Banjoist
bank	Bank
bankbook	Bank Buch
banked	eingezahlt
banker	Banker
banking	Bankwesen
banknote	Banknote
bankroll	Bankroll
bankrupt	Pleite
bankruptcy	Konkurs
banning	verbieten
bannister	Geländer
banquet	Bankett
banquette	Bankett
banshee	Banshee
banter	Geplänkel
baptism	Taufe
baptismal	Taufe
baptize	taufen
baptizer	Täufer
bar	Bar
barb	Widerhaken
barbarian	Barbar
barbarianism	Barbarei
barbaric	barbarisch
barbarically	barbarisch
barbarous	barbarisch
barbarously	barbarisch
barbecue	Grill
barbed	mit Widerhaken
barbedwire	Stacheldraht
barbell	Hantel
barber	Barbier
barbershop	Friseurladen
barbless	ohne Widerhaken
barbwire	Stacheldraht
barcode	Barcode
bare	Nur
barebacked	ohne Sattel
barebone	Barebone
barefaced	unverschämt
barefoot	barfuß
barefooted	barfüßig
barehanded	mit bloßen Händen
bareheaded	barhäuptig
barelegged	barbeinig
barely	kaum
bareness	Blöße
barf	Kotzen
barfly	barfly
bargain	Schnäppchen
bargainer	Schnäppchenjäger
bargaining	verhandeln
barge	Lastkahn
bargraph	Bergraff
barista	Barista
baritone	Bariton
bark	bellen
barkeep	barkeep
barkeeper	barkeeper
barker	Marktschreier
barking	Gebell
barley	Gerste
barman	Barmann
barn	Scheune
barnacle	Seepocken
barnyard	Scheunenhof
barometer	Barometer
barometric	barometrisch
barometrically	barometrisch
baron	Baron
baroness	Baronin
baroque	Barock
barrack	Baracke
barracuda	Barrakuda
barred	gesperrt
barrel	Fass
barreled	fassbar
barrelhead	Fasskopf
barren	unfruchtbar
barrenness	Unfruchtbarkeit
barrette	Haarspange
barricade	Barrikade
barricader	Barrikade
barring	abgesehen
barstool	Barhocker
bartender	Barmann
bartending	Barkeeper
barter	Tausch
barterer	Tausch
base	Base
baseball	Baseball
baseboard	Fußleiste
basecamp	Basislager
based	basierend
baseless	unbegründet
baseline	Grundlinie
baseman	Baseman
basement	Keller
bases	Basen
bash	bash
basher	Basher
bashful	schüchtern
bashfully	schüchtern
bashfulness	Schüchternheit
basic	Basic
basically	grundsätzlich
basics	Grundlagen
basil	Basilikum
basin	Becken
basinet	Stubenwagen
basis	Basis
bask	sich aalen
basket	Korb
basketball	Basketball
basketful	Korbvoll
basketry	Korbwaren
basketwork	Korbgeflecht
bass	Bass
bassinet	Stubenwagen
bassist	Bassist
bassoon	Fagott
