english	german
arches	bögen
archetypical	archetypisch
arching	wölbung
archipelago	archipel
architect	architekt
architectural	architektonisch
architecturally	architektonisch
architecture	die architektur
archive	archiv
archives	archiv
archivist	archivar
archway	torbogen
arcing	lichtbogenbildung
arctic	arktis
ardent	leidenschaftlich
ardently	leidenschaftlich
arduously	mühsam
arduousness	beschwerlichkeit
area	bereich
arena	arena
areola	warzenhof
argon	argon
arguable	fraglich
arguably	wohl
argue	argumentieren
arguer	argumentieren
argument	streit
argumentation	argumentation
argumentative	argumentativ
argumentatively	argumentativ
argumentativeness	argumentationsfähigkeit
arid	trocken
aridity	trockenheit
aridness	trockenheit
arise	entstehen
arisen	schwalbenschwanzlinie
aristocrat	aristokrat
aristocratically	aristokratisch
aristocratism	aristokratismus
arithmetic	arithmetik
arithmetically	arithmetisch
arithmetician	rechner
ark	arche
arm	arm
armada	armada
armadillo	gürteltier
armageddon	armageddon
armband	armband
armchair	sessel
armed	bewaffnet
armful	arm voll
armhole	armloch
arming	bewaffnung
armless	armlos
armload	armlast
armoire	schrank
armor	rüstung
armored	gepanzert
armory	waffenkammer
armpit	achsel
armrest	armlehne
arms	waffen
army	armee
aroma	aroma
aromatherapy	aromatherapie
aromatic	aromatisch
aromatically	aromatisch
aromatization	aromatisierung
aromatize	mit ..._geschmack
arose	entstand
around	um
arouse	erregen
arouser	erreger
arraign	anklagen
arraignment	anklage
arrange	arrangieren
arrangement	anordnung
arranger	arrangeur
array	array
arrest	festnahme
arrestee	festgenommener
arrester	ableiter
arresting	verhaftend
arrestingly	fesselnd
arrhythmia	arrhythmie
arrhythmic	arrhythmisch
arrival	ankunft
arrive	ankommen
arrogance	arroganz
arrogant	arrogant
arrogantly	arrogant
arrow	pfeil
arrowed	mit pfeilen versehen
arrowhead	pfeilspitze
arrowless	pfeillos
arsenal	arsenal
arsenic	arsen
arson	brandstiftung
arsonist	brandstifter
art	kunst
arterially	arteriell
artery	arterie
artesian	artesisch
artful	kunstvoll
artfully	kunstvoll
artfulness	list
arthritic	arthritisch
arthritis	arthritis
artichoke	artischocke
article	artikel
articulate	artikulieren
articulated	artikuliert
articulateness	ausdrucksfähigkeit
articulation	artikulation
artifact	artefakt
artificial	künstlich
artificiality	künstlichkeit
artificially	künstlich
artificialness	künstlichkeit
artillery	artillerie
artilleryman	artillerist
artisan	handwerker
artisanship	handwerkskunst
artist	künstler
artistic	künstlerisch
artistically	künstlerisch
artistry	kunst
artless	kunstlos
artlessly	natürlich
artlessness	kunstlosigkeit
artsy	künstlerisch
arugula	rucola
as	als
asbestos	asbest
ascend	aufsteigen
ascendable	aufsteigbar
ascendant	aufsteigend
ascendency	aufstieg
ascender	aufsteigen
ascending	aufsteigend
ascension	aufstieg
ascent	aufstieg
ascertain	ermitteln
ascertainable	feststellbar
ascertainably	feststellbar
ascot	ascot
asexuality	asexualität
asexualize	asexualisieren
asexually	a sexuell
ash	asche
ashamed	beschämt
ashamedly	beschämt
ashamedness	scham
ashcan	aschenbecher
ashen	aschfahl
ashes	asche
ashore	an land
ashtray	aschenbecher
aside	beiseite
asinine	dumm
ask	fragen
asker	soldat
askew	schief
asleep	schlafend
asparagus	spargel
aspartame	aspartam
aspect	aspekt
aspen	espe
asphalt	asphalt
asphyxia	erstickung
asphyxiate	ersticken
asphyxiation	erstickung
aspirate	aspirieren
aspiration	aspiration
aspire	streben
aspirer	streben
aspirin	aspirin
aspiring	strebend
ass	ist
assail	angreifen
assassin	attentäter
assassinate	ermorden
assassination	ermordung
assassinator	attentäter
assault	angriff
assaulter	angreifer
assaying	testen
assemblage	montage
assemble	montieren
assembler	assembler
assembly	montage
assemblyman	abgeordnete
assent	zustimmung
assenting	zustimmend
assert	behaupten
asserter	behaupter
assertion	behauptung
assertive	durchsetzungsfähig
assertively	durchsetzungsfähig
assertiveness	durchsetzungsvermögen
assess	bewerten
assessed	beurteilt
assessment	bewertung
assessor	gutachter
asset	vermögenswert
assets	vermögenswerte
asshole	arschloch
assign	zuordnen
assignable	zuordenbar
assigned	zugewiesen
assigner	zuordnen
assignment	abtretung
assimilate	assimilieren
assimilation	assimilation
assimilative	assimilativ
assimilator	assimilator
assist	helfen
assistance	hilfe
assistant	assistent
assistantship	assistententätigkeit
assister	zu helfen
assistive	unterstützend
associability	assoziierbarkeit
associate	assoziieren
associated	damit verbundenen
association	verband
associational	assoziativ
associative	assoziativ
associatively	assoziativ
assort	sortieren
assortment	sortiment
assumable	anzunehmen
assume	annehmen
assumed	vermutet
assumer	annehmen
assuming	vorausgesetzt
assumingly	vermutlich
assumption	annahme
assumptive	mutmaßlich
assurable	versicherbar
assurance	sicherheit
assured	versicherte
assuredly	ganz gewiss
assuredness	gewissheit
assurer	sicherstellen
assuring	versichernd
asterisk	sternchen
asteroid	asteroid
asthma	asthma
asthmatic	asthmatiker
asthmatically	asthmatisch
astigmatism	astigmatismus
astonish	erstaunen
astonisher	erstaunen
astonishingly	erstaunlich
astonishment	erstaunen
astound	verblüffend
astounded	erstaunt
astounding	erstaunlich
astoundingly	erstaunlich
astral	astral
astride	rittlings
astringency	adstringenz
astringent	adstringierend
astrologer	astrologe
astrologic	astrologisch
astrological	astrologisch
astrologically	astrologisch
astrologist	astrologe
astrology	astrologie
astronaut	astronaut
astronautics	raumfahrt
astronomer	astronom
astronomic	astronomisch
astronomical	astronomisch
astronomically	astronomisch
astronomy	astronomie
astrophotography	astrofotografie
astrophysical	astrophysikalisch
astrophysicist	astrophysiker
astrophysics	astrophysik
astutely	scharfsinnig
asymmetric	asymmetrisch
asymmetrical	asymmetrisch
asymmetrically	asymmetrisch
asymmetry	asymmetrie
at	bei
atheism	atheismus
atheist	atheist
atheistic	atheistisch
athlete	athlet
athletically	athletisch
athleticism	sportlichkeit
athletics	leichtathletik
atlantic	atlantisch
atlas	atlas
atmosphere	atmosphäre
atmospheric	atmosphärisch
atmospherics	atmosphären
atom	atom
atomic	atomar
atomically	atomar
atomics	atomik
atomization	zerstäubung
atomize	zerstäuben
atomizer	zerstäuber
atonable	versöhnlich
atone	büßen
atonement	sühne
atop	oben auf
atrocious	scheußlich
atrociousness	abscheulichkeit
atrocity	grausamkeit
atrophy	atrophie
attach	anfügen
attachable	ansteckbar
attached	beigefügt
attachment	anhang
attack	attacke
attackable	angreifbar
attacker	angreifer
attain	mindestens
attainability	erreichbarkeit
attainable	erreichbar
attainment	erreichung
attempt	versuchen
attemptable	versuchbar
attempted	versucht
attempter	versucher
attend	teilnehmen
attendance	teilnahme
attendant	begleiter
attendee	teilnehmer
attention	aufmerksamkeit
attentively	aufmerksam
attentiveness	aufmerksamkeit
attest	bezeugen
attestable	bezeugbar
attic	dachboden
attire	kleidung
attitude	attitüde
attract	anlocken
attraction	attraktion
attractive	attraktiv
attractively	attraktiv
attractiveness	attraktivität
attributable	zurechenbar
attribute	attribut
attributer	attribute
attribution	zuschreibung
attributively	attributiv
attunement	einstimmung
atypical	untypisch
auburn	kastanienbraun
auction	versteigerung
auctioneer	auktionator
audacious	kühn
audaciously	kühn
audaciousness	kühnheit
audacity	kühnheit
audibility	hörbarkeit
audible	hörbar
audibleness	hörbarkeit
audibly	hörbar
audience	publikum
audio	audio_
audiogram	audiogram
audiologist	audiologe
audiology	audiologie
audiometric	audiometrisch
audiotape	tonband
audiovisual	audiovisuell
audit	prüfung
audition	vorsprechen
auditor	wirtschaftsprüfer
auditorium	auditorium
auditory	auditiv
augment	vermehren
augmentable	erhöhbar
augmentation	augmentation
augmentative	ergänzend
augmenter	zunahme
august	august
aunt	tante
auntie	tante
aura	aura
aural	aural
aurora	aurora
auspices	auspizien
auspicious	glückverheißend
auspiciously	glückverheißend
auspiciousness	glücksverheißung
austere	streng
austerity	strenge
authentic	authentisch
authentically	authentisch
authenticate	authentifizieren
authentication	authentifizierung
authenticator	authentifikator
authenticity	authentizität
author	autor
authoritarian	autoritär
authoritarianism	autoritarismus
authoritative	maßgeblich
authoritatively	maßgeblich
authoritativeness	autorität
authority	behörde
authorization	genehmigung
authorize	autorisieren
authorized	autorisiert
authorizer	genehmiger
authorless	autorenlos
authorship	urheberschaft
autism	autismus
autistic	autistisch
auto	auto
autobiographer	autobiograph
autobiographically	autobiografisch
autobiography	autobiographie
autocracy	autokratie
autocratic	autokratisch
autoeroticism	autoerotik
autograph	autogramm
autographed	handsigniert
autographic	autografisch
autoimmune	autoimmun
autoimmunization	autoimmunisierung
automaker	autohersteller
automate	automatisieren
automated	automatisiert
automatic	automatisch
automatically	automatisch
automaticity	automatik
automation	automatisierung
automaton	automat
automobile	automobil
automotive	automobil
autonomous	autonom
autonomously	autonom
autopilot	autopilot
autopsy	autopsie
autoworker	autoarbeiter
autumn	herbst
auxiliary	hilfs_
availability	verfügbarkeit
available	verfügbar
availableness	verfügbarkeit
availably	verfügbar
avalanche	lawine
avatar	benutzerbild
avenge	rächen
avengement	ahndung
avenging	rache
average	durchschnitt
averagely	durchschnittlich
aversely	ablehnend
aversion	abneigung
avert	abwenden
averted	abgewendet
avertedly	abgewendet
aviation	luftfahrt
aviator	flieger
avid	begeistert
avidly	eifrig
avocado	avocado
avoid	vermeiden
avoidable	vermeidbar
avoidably	vermeidbar
avoidance	vermeidung
avoider	vermeider
avowed	gestanden
await	erwarten
awake	wach
awaken	wecken
awakening	erwachen
award	vergeben
awardable	auslobbar
aware	bewusst
awareness	bewusstsein
awash	überschwemmt
awe	scheu
awesome	eindrucksvoll
awesomely	großartig
awesomeness	großartigkeit
awestruck	ehrfürchtig
awful	schrecklich
awfully	furchtbar
awfulness	schrecklichkeit
awhile	eine weile
awkward	unangenehm
awkwardly	umständlich
awkwardness	unbeholfenheit
awl	ahle
awning	markise
awoke	erwachte
awry	schief
axe	axt
axed	gestrichen
axes	achsen
axis	achse
axle	achse
aye	chance
azalea	azalee
babble	plappern
babbler	schwätzer
babbling	plappern
babe	baby
babied	baby
baboon	pavian
baboonish	pavianhaft
baby	baby
babycarriage	kinderwagen
babyface	babygesicht
babyhood	säuglingsalter
babyish	kindisch
babyishly	kindisch
babysit	babysitten
babysitter	babysitter
babytalk	babysprache
bachelor	junggeselle
bachelordom	junggesellentum
bachelorette	junggesellin
bachelorhood	junggesellenabschied
bachelorism	bachelorstudium
back	zurück
backache	rückenschmerzen
backbend	rückbeuge
backboned	rückgrat
backboneless	rückgratlos
backbreaker	rückenbrecher
backbreaking	knochenhart
backburner	rückgrat
backcourt	rückraum
backdate	rückdatieren
backdoor	hintertür
backdrop	hintergrund
backed	unterstützt
backer	unterstützer
backfill	hinterfüllung
backfire	nach hinten losgehen
backfiring	nach hinten losgehen
backflow	rückfluss
backgammon	backgammon
background	hintergrund
backhand	rückhand
backhanded	rückhand
backhandedness	rückständigkeit
backing	rückendeckung
backlands	hinterland
backlash	rückschlag
backless	rückenfrei
backlight	hintergrundbeleuchtung
backlit	hinterleuchtet
backlog	rückstand
backpack	rucksack
backpacker	rucksacktourist
backpedal	rücktritt
backrest	rückenlehne
backroom	hinterzimmer
backscratcher	rückenkratzer
backseat	rücksitz
backside	rückseite
backslap	rückenschlag
backslapping	schulterklopfen
backslash	backslash
backspace	rücktaste
backspin	backspin
backstab	rückenstich
backstabber	hinterhältiger
backstage	hinter den kulissen
backstairs	hintertreppe
backstop	rücklaufsperre
backstreet	hinterstraße
backstroke	rückenschwimmen
backswept	zurückgekehrt
backswing	rückschwung
backtalk	widerrede
backtrack	zurückgehen
backtracker	backtracker
backup	sicherung
backward	rückwärts
backwardly	rückwärts
backwardness	rückständigkeit
backwards	rückwärts
backwash	rückspülung
backwashing	rückspülung
backwater	rückstau
backwoodsman	hinterwäldler
backyard	hinterhof
bacon	speck
bacteria	bakterien
bacterial	bakteriell
bacterially	bakteriell
bactericide	bakterizid
bacteriologic	bakteriologisch
bacteriologist	bakteriologe
bacteriology	bakteriologie
bacterium	bakterium
bad	schlecht
badass	knallhart
badge	abzeichen
badger	dachs
badland	ödland
badlands	ödland
badly	schlecht
badminton	badminton
badmouth	böser mund
badness	schlechtigkeit
baffle	schallwand
baffled	verdutzt
baffler	schalldämpfer
baffling	verwirrend
bafflingly	verblüffend
bag	tasche
bagel	bagel
bagful	sack voll
baggage	gepäck
bagged	verpackt
baggie	baggie
bagginess	baggyness
bagging	absacken
baggy	ausgebeult
baglike	beutelartig
bagpipe	dudelsack
bagpiper	dudelsackpfeifer
bagpipes	dudelsack
baguette	stangenbrot
bail	kaution
bailiff	gerichtsvollzieher
bailsman	kautionsmann
bait	köder
baits	köder
bake	backen
baked	gebacken
baker	bäcker
bakery	bäckerei
bakeshop	bäckerei
baking	backen
baklava	baklava
balance	gleichgewicht
balanceable	ausbalanciert
balanced	ausgewogen
balancer	balancer
balancing	ausgleichend
balcony	balkon
bald	bald
balder	kahler
baldhead	glatze
balding	glatzenbildung
baldish	kahlköpfig
baldly	unverblümt
baldness	kahlheit
bale	ballen
ball	ball
ballad	ballade
ballast	ballast
balled	geballt
ballerina	ballerina
ballet	ballett
ballgame	ballspiel
ballistic	ballistisch
ballistics	ballistik
balloon	ballon
ballooner	ballonfahrer
ballooning	ballonfahren
balloonist	ballonfahrer
ballot	abstimmung
ballpark	baseballstadion
ballplayer	ballspieler
ballpoint	kugelschreiber
ballroom	ballsaal
ballsy	draufgängerisch
balm	balsam
balmy	mild
baloney	quatsch
balsam	balsam
balsamic	balsamisch
balsawood	balsaholz
bamboo	bambus
bamboozle	beschwindeln
bamboozled	verwirrt
bamboozlement	verwirrung
bamboozler	bamboozler
ban	verbot
banana	banane
band	band
bandage	bandage
bandaid	bandage
bandanna	kopftuch
banded	gebändert
banding	streifenbildung
bandit	bandit
bandleader	bandleader
bandmaster	kapellmeister
bandsman	musiker
bandstand	musikpavillon
bandwagon	zug
bandwidth	bandbreite
baneful	verderblich
banger	knaller
banging	hämmern
bangle	armreif
banish	verbannen
banisher	verbanner
banister	geländer
banjo	banjo
banjoist	banjoist
bank	bank
bankbook	bank buch
banked	eingezahlt
banker	banker
banking	bankwesen
banknote	banknote
bankroll	bankroll
bankrupt	pleite
bankruptcy	konkurs
banning	verbieten
bannister	geländer
banquet	bankett
banquette	bankett
banshee	banshee
banter	geplänkel
baptism	taufe
baptismal	taufe
baptize	taufen
baptizer	täufer
bar	bar
barb	widerhaken
barbarian	barbar
barbarianism	barbarei
barbaric	barbarisch
barbarically	barbarisch
barbarous	barbarisch
barbarously	barbarisch
barbecue	grill
barbed	mit widerhaken
barbedwire	stacheldraht
barbell	hantel
barber	barbier
barbershop	friseurladen
barbless	ohne widerhaken
barbwire	stacheldraht
barcode	barcode
bare	nur
barebacked	ohne sattel
barebone	barebone
barefaced	unverschämt
barefoot	barfuß
barefooted	barfüßig
barehanded	mit bloßen händen
bareheaded	barhäuptig
barelegged	barbeinig
barely	kaum
bareness	blöße
barf	kotzen
barfly	barfly
bargain	schnäppchen
bargainer	schnäppchenjäger
bargaining	verhandeln
barge	lastkahn
bargraph	bergraff
barista	barista
baritone	bariton
bark	bellen
barkeep	barkeep
barkeeper	barkeeper
barker	marktschreier
barking	gebell
barley	gerste
barman	barmann
barn	scheune
barnacle	seepocken
barnyard	scheunenhof
barometer	barometer
barometric	barometrisch
barometrically	barometrisch
baron	baron
baroness	baronin
baroque	barock
barrack	baracke
barracuda	barrakuda
barred	gesperrt
barrel	fass
barreled	fassbar
barrelhead	fasskopf
barren	unfruchtbar
barrenness	unfruchtbarkeit
barrette	haarspange
barricade	barrikade
barricader	barrikade
barring	abgesehen
barstool	barhocker
bartender	barmann
bartending	barkeeper
barter	tausch
barterer	tausch
base	base
baseball	baseball
baseboard	fußleiste
basecamp	basislager
based	basierend
baseless	unbegründet
baseline	grundlinie
baseman	baseman
basement	keller
bases	basen
bash	bash
basher	basher
bashful	schüchtern
bashfully	schüchtern
bashfulness	schüchternheit
basic	basic
basically	grundsätzlich
basics	grundlagen
basil	basilikum
basin	becken
basinet	stubenwagen
basis	basis
bask	sich aalen
basket	korb
basketball	basketball
basketful	korbvoll
basketry	korbwaren
basketwork	korbgeflecht
bass	bass
bassinet	stubenwagen
bassist	bassist
bassoon	fagott
bassoonist	fagottist
